,step,reward_mu,win_mu
0,0,0.408,0.7032
1,5000,0.4316,0.7152
2,10000,0.5076,0.7534
3,15000,0.5558,0.7774
4,20000,0.554,0.776
5,25000,0.5594,0.779
6,30000,0.5698,0.7842
7,35000,0.62,0.809
8,40000,0.6076,0.8032
9,45000,0.6384,0.8186
10,50000,0.676,0.8376
11,55000,0.6738,0.836
12,60000,0.7172,0.8584
13,65000,0.7656,0.882
14,70000,0.7458,0.8724
15,75000,0.7678,0.8836
16,80000,0.784,0.8912
17,85000,0.796,0.8976
18,90000,0.7662,0.8826
19,95000,0.7776,0.8882
