,step,reward_mu,win_mu
0,0,0.4546,0.7266
1,5000,0.5132,0.756
2,10000,0.5534,0.7764
3,15000,0.6402,0.8196
4,20000,0.6488,0.8236
5,25000,0.6146,0.8068
6,30000,0.7054,0.852
7,35000,0.738,0.8686
8,40000,0.7484,0.8736
9,45000,0.7888,0.894
10,50000,0.7868,0.8928
11,55000,0.7856,0.8924
12,60000,0.837,0.918
13,65000,0.8284,0.9142
14,70000,0.8318,0.9156
15,75000,0.8286,0.9138
16,80000,0.819,0.9092
17,85000,0.8084,0.9038
18,90000,0.835,0.917
19,95000,0.834,0.9168
