,step,reward_mu,win_mu
0,0,0.403,0.701
1,5000,0.4936,0.7462
2,10000,0.5828,0.791
3,15000,0.6456,0.8222
4,20000,0.6158,0.8074
5,25000,0.6096,0.804
6,30000,0.5534,0.776
7,35000,0.584,0.7912
8,40000,0.7294,0.864
9,45000,0.6858,0.8424
10,50000,0.7046,0.8516
11,55000,0.689,0.844
12,60000,0.7466,0.873
13,65000,0.7882,0.8936
14,70000,0.8078,0.9038
15,75000,0.7762,0.8876
16,80000,0.7966,0.898
17,85000,0.7854,0.8918
18,90000,0.7866,0.8928
19,95000,0.8036,0.9014
