,step,reward_mu,win_mu
0,0,0.5224,0.7604
1,5000,0.624,0.8114
2,10000,0.7562,0.878
3,15000,0.7728,0.8862
4,20000,0.8168,0.9084
5,25000,0.805,0.9024
6,30000,0.8434,0.9216
7,35000,0.8728,0.9362
8,40000,0.8696,0.9344
9,45000,0.877,0.938
10,50000,0.8724,0.936
11,55000,0.8804,0.94
12,60000,0.8874,0.9436
13,65000,0.8832,0.9416
14,70000,0.8818,0.9408
15,75000,0.8818,0.9408
16,80000,0.899,0.9492
17,85000,0.8824,0.9408
18,90000,0.8862,0.943
19,95000,0.8908,0.9454
