,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,n_steps,heuristic_used
38,9by9_cnf/9by9_39.cnf,True,0.0545097999997779,0,0,729,1,DLCS
39,9by9_cnf/9by9_40.cnf,True,0.14963799999986804,31,30,1648,62,DLCS
40,9by9_cnf/9by9_41.cnf,True,9.689557199999854,92,2529,76128,5078,DLCS
41,9by9_cnf/9by9_42.cnf,True,0.07370199999968463,0,0,729,1,DLCS
42,9by9_cnf/9by9_43.cnf,True,0.047430699999949866,0,0,729,1,DLCS
43,9by9_cnf/9by9_44.cnf,True,0.15954310000006444,37,26,1476,64,DLCS
44,9by9_cnf/9by9_45.cnf,True,0.36905479999995805,48,93,3596,208,DLCS
45,9by9_cnf/9by9_46.cnf,True,0.8711831999999049,74,252,7198,519,DLCS
46,9by9_cnf/9by9_47.cnf,True,0.0644812999998976,0,0,729,1,DLCS
47,9by9_cnf/9by9_48.cnf,True,0.07858380000016041,0,0,729,1,DLCS
48,9by9_cnf/9by9_49.cnf,True,2.0315120999998726,71,611,21255,1228,DLCS
49,9by9_cnf/9by9_50.cnf,True,0.36366410000027827,63,92,3389,201,DLCS
50,9by9_cnf/9by9_51.cnf,True,0.055479600000126084,0,0,729,1,DLCS
51,9by9_cnf/9by9_52.cnf,True,0.05056560000002719,0,0,729,1,DLCS
52,9by9_cnf/9by9_53.cnf,True,0.1280213999998523,34,37,1903,84,DLCS
53,9by9_cnf/9by9_54.cnf,True,0.06685560000005353,0,0,729,1,DLCS
54,9by9_cnf/9by9_55.cnf,True,0.2995498000000225,68,53,2247,122,DLCS
55,9by9_cnf/9by9_56.cnf,True,0.44386439999971117,73,98,3594,226,DLCS
56,9by9_cnf/9by9_57.cnf,True,0.06677199999967343,0,0,729,1,DLCS
57,9by9_cnf/9by9_58.cnf,True,0.055770899999970425,0,0,729,1,DLCS
58,9by9_cnf/9by9_59.cnf,True,0.3243641999997635,69,52,2329,137,DLCS
59,9by9_cnf/9by9_60.cnf,True,1.1121637000001101,96,261,7294,540,DLCS
60,9by9_cnf/9by9_61.cnf,True,3.027356800000234,80,782,26746,1568,DLCS
61,9by9_cnf/9by9_62.cnf,True,0.05499059999965539,0,0,729,1,DLCS
62,9by9_cnf/9by9_63.cnf,True,0.0691965999999411,18,3,786,22,DLCS
63,9by9_cnf/9by9_64.cnf,True,0.04880159999993339,0,0,729,1,DLCS
64,9by9_cnf/9by9_65.cnf,True,0.0761794000000009,0,0,729,1,DLCS
65,9by9_cnf/9by9_66.cnf,True,0.1552044999998543,53,14,1196,68,DLCS
66,9by9_cnf/9by9_67.cnf,True,0.05171120000022711,0,0,729,1,DLCS
67,9by9_cnf/9by9_68.cnf,True,0.5416509000001497,56,163,5593,346,DLCS
68,9by9_cnf/9by9_69.cnf,True,0.039690499999778694,0,0,729,1,DLCS
69,9by9_cnf/9by9_70.cnf,True,0.04933100000016566,0,0,729,1,DLCS
70,9by9_cnf/9by9_71.cnf,True,0.8682552999998734,95,189,6492,412,DLCS
71,9by9_cnf/9by9_72.cnf,True,0.2501476000002185,45,51,1765,131,DLCS
72,9by9_cnf/9by9_73.cnf,True,0.20540159999973184,40,29,1585,80,DLCS
73,9by9_cnf/9by9_74.cnf,True,1.9983769000000393,68,644,20491,1302,DLCS
74,9by9_cnf/9by9_75.cnf,True,0.04903669999976046,0,0,729,1,DLCS
75,9by9_cnf/9by9_76.cnf,True,0.04616589999977805,0,0,729,1,DLCS
76,9by9_cnf/9by9_77.cnf,True,0.057711400000243884,0,0,729,1,DLCS
77,9by9_cnf/9by9_78.cnf,True,0.0593709999998282,0,0,729,1,DLCS
78,9by9_cnf/9by9_79.cnf,True,0.5472002999999859,62,182,5250,375,DLCS
79,9by9_cnf/9by9_80.cnf,True,0.08148930000015753,24,6,870,31,DLCS
80,9by9_cnf/9by9_81.cnf,True,0.7985995999997613,80,181,7314,390,DLCS
81,9by9_cnf/9by9_82.cnf,True,0.7817089000000124,67,199,6876,431,DLCS
82,9by9_cnf/9by9_83.cnf,True,0.054379100000005565,0,0,729,1,DLCS
