,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,n_steps,heuristic_used
0,4by4_cnf/4by4_1.cnf,True,0.00040849999959391425,0,0,64,1,MOM
1,4by4_cnf/4by4_2.cnf,True,0.0004131999999117397,0,0,64,1,MOM
2,4by4_cnf/4by4_3.cnf,True,0.00023710000004939502,0,0,64,1,MOM
3,4by4_cnf/4by4_4.cnf,True,0.00028770000017175335,0,0,64,1,MOM
4,4by4_cnf/4by4_5.cnf,True,0.000235799999700248,0,0,64,1,MOM
5,4by4_cnf/4by4_6.cnf,True,0.00043699999969248893,0,0,64,1,MOM
6,4by4_cnf/4by4_7.cnf,True,0.00044040000011591474,0,0,64,1,MOM
7,4by4_cnf/4by4_8.cnf,True,0.0003330999998070183,0,0,64,1,MOM
8,4by4_cnf/4by4_9.cnf,True,0.00021999999989930075,0,0,64,1,MOM
9,4by4_cnf/4by4_10.cnf,True,0.0003959999999096908,0,0,64,1,MOM
10,4by4_cnf/4by4_11.cnf,True,0.0003980999999839696,0,0,64,1,MOM
11,4by4_cnf/4by4_12.cnf,True,0.00023559999999633874,0,0,64,1,MOM
12,4by4_cnf/4by4_13.cnf,True,0.00022400000034394907,0,0,64,1,MOM
13,4by4_cnf/4by4_14.cnf,True,0.0002542000001994893,0,0,64,1,MOM
14,4by4_cnf/4by4_15.cnf,True,0.0002466999999342079,0,0,64,1,MOM
15,4by4_cnf/4by4_16.cnf,True,0.000309699999888835,0,0,64,1,MOM
16,4by4_cnf/4by4_17.cnf,True,0.0003034999999727006,0,0,64,1,MOM
17,4by4_cnf/4by4_18.cnf,True,0.00024359999997614068,0,0,64,1,MOM
18,4by4_cnf/4by4_19.cnf,True,0.00021860000015294645,0,0,64,1,MOM
19,4by4_cnf/4by4_20.cnf,True,0.0002537000000302214,0,0,64,1,MOM
20,4by4_cnf/4by4_21.cnf,True,0.0003987000000051921,0,0,64,1,MOM
21,4by4_cnf/4by4_22.cnf,True,0.00042419999999765423,0,0,64,1,MOM
22,4by4_cnf/4by4_23.cnf,True,0.0002420999999230844,0,0,64,1,MOM
23,4by4_cnf/4by4_24.cnf,True,0.0004266999999344989,0,0,64,1,MOM
24,4by4_cnf/4by4_25.cnf,True,0.0004366000002846704,0,0,64,1,MOM
25,4by4_cnf/4by4_26.cnf,True,0.00033080000002883025,0,0,64,1,MOM
26,4by4_cnf/4by4_27.cnf,True,0.00021440000000438886,0,0,64,1,MOM
27,4by4_cnf/4by4_28.cnf,True,0.00025109999978667474,0,0,64,1,MOM
28,4by4_cnf/4by4_29.cnf,True,0.00029429999995045364,0,0,64,1,MOM
29,4by4_cnf/4by4_30.cnf,True,0.0004200999997010513,0,0,64,1,MOM
30,4by4_cnf/4by4_31.cnf,True,0.000361599999905593,0,0,64,1,MOM
31,4by4_cnf/4by4_32.cnf,True,0.00040050000006885966,0,0,64,1,MOM
32,4by4_cnf/4by4_33.cnf,True,0.0003125000002910383,0,0,64,1,MOM
33,4by4_cnf/4by4_34.cnf,True,0.0002486000003045774,0,0,64,1,MOM
34,4by4_cnf/4by4_35.cnf,True,0.00022850000004837057,0,0,64,1,MOM
35,4by4_cnf/4by4_36.cnf,True,0.00026030000026366906,0,0,64,1,MOM
36,4by4_cnf/4by4_37.cnf,True,0.00023430000010193908,0,0,64,1,MOM
37,4by4_cnf/4by4_38.cnf,True,0.00027050000016970444,0,0,64,1,MOM
38,4by4_cnf/4by4_39.cnf,True,0.00027270000009593787,0,0,64,1,MOM
39,4by4_cnf/4by4_40.cnf,True,0.0004638999998860527,0,0,64,1,MOM
40,4by4_cnf/4by4_41.cnf,True,0.0005197999998927116,0,0,64,1,MOM
41,4by4_cnf/4by4_42.cnf,True,0.0003209999999853608,0,0,64,1,MOM
42,4by4_cnf/4by4_43.cnf,True,0.00030109999988781055,0,0,64,1,MOM
43,4by4_cnf/4by4_44.cnf,True,0.0003903000001628243,0,0,64,1,MOM
44,4by4_cnf/4by4_45.cnf,True,0.0003366999999343534,0,0,64,1,MOM
45,4by4_cnf/4by4_46.cnf,True,0.00023569999984829337,0,0,64,1,MOM
46,4by4_cnf/4by4_47.cnf,True,0.0002492999997230072,0,0,64,1,MOM
47,4by4_cnf/4by4_48.cnf,True,0.0002537000000302214,0,0,64,1,MOM
48,4by4_cnf/4by4_49.cnf,True,0.00023680000003878376,0,0,64,1,MOM
49,4by4_cnf/4by4_50.cnf,True,0.00039060000017343555,0,0,64,1,MOM
50,4by4_cnf/4by4_51.cnf,True,0.000314899999921181,0,0,64,1,MOM
51,4by4_cnf/4by4_52.cnf,True,0.0005194000000301457,0,0,64,1,MOM
52,4by4_cnf/4by4_53.cnf,True,0.00030149999975037645,0,0,64,1,MOM
53,4by4_cnf/4by4_54.cnf,True,0.00028389999988576164,0,0,64,1,MOM
54,4by4_cnf/4by4_55.cnf,True,0.0002567999999882886,0,0,64,1,MOM
55,4by4_cnf/4by4_56.cnf,True,0.00024510000002919696,0,0,64,1,MOM
56,4by4_cnf/4by4_57.cnf,True,0.0004217999999127642,0,0,64,1,MOM
57,4by4_cnf/4by4_58.cnf,True,0.00030020000031072414,0,0,64,1,MOM
58,4by4_cnf/4by4_59.cnf,True,0.0002589000000625674,0,0,64,1,MOM
59,4by4_cnf/4by4_60.cnf,True,0.0002772000002551067,0,0,64,1,MOM
60,4by4_cnf/4by4_61.cnf,True,0.00023989999999685097,0,0,64,1,MOM
61,4by4_cnf/4by4_62.cnf,True,0.00024460000031467644,0,0,64,1,MOM
62,4by4_cnf/4by4_63.cnf,True,0.00023489999966841424,0,0,64,1,MOM
63,4by4_cnf/4by4_64.cnf,True,0.00021900000001551234,0,0,64,1,MOM
64,4by4_cnf/4by4_65.cnf,True,0.0003606000000218046,0,0,64,1,MOM
65,4by4_cnf/4by4_66.cnf,True,0.00025430000005144393,0,0,64,1,MOM
66,4by4_cnf/4by4_67.cnf,True,0.0002497999998922751,0,0,64,1,MOM
67,4by4_cnf/4by4_68.cnf,True,0.0002251000000796921,0,0,64,1,MOM
68,4by4_cnf/4by4_69.cnf,True,0.0002486999997017847,0,0,64,1,MOM
69,4by4_cnf/4by4_70.cnf,True,0.00024389999998675194,0,0,64,1,MOM
70,4by4_cnf/4by4_71.cnf,True,0.0002515999999559426,0,0,64,1,MOM
71,4by4_cnf/4by4_72.cnf,True,0.00022639999997409177,0,0,64,1,MOM
72,4by4_cnf/4by4_73.cnf,True,0.0002936999999292311,0,0,64,1,MOM
73,4by4_cnf/4by4_74.cnf,True,0.00027270000009593787,0,0,64,1,MOM
74,4by4_cnf/4by4_75.cnf,True,0.00024589999975432875,0,0,64,1,MOM
75,4by4_cnf/4by4_76.cnf,True,0.0002324000001863169,0,0,64,1,MOM
76,4by4_cnf/4by4_77.cnf,True,0.00029390000008788775,0,0,64,1,MOM
77,4by4_cnf/4by4_78.cnf,True,0.0002517999996598519,0,0,64,1,MOM
78,4by4_cnf/4by4_79.cnf,True,0.00024819999998726416,0,0,64,1,MOM
79,4by4_cnf/4by4_80.cnf,True,0.00044449999995777034,0,0,64,1,MOM
80,4by4_cnf/4by4_81.cnf,True,0.00028659999998126295,0,0,64,1,MOM
81,4by4_cnf/4by4_82.cnf,True,0.00025219999997716513,0,0,64,1,MOM
82,4by4_cnf/4by4_83.cnf,True,0.00023420000024998444,0,0,64,1,MOM
