,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,heuristic_used
0,4by4_cnf/4by4_1.cnf,True,0.0004976000054739416,0,0,64,DLCS
1,4by4_cnf/4by4_2.cnf,True,0.00048129999777302146,0,0,64,DLCS
2,4by4_cnf/4by4_3.cnf,True,0.00046270000166259706,0,0,64,DLCS
3,4by4_cnf/4by4_4.cnf,True,0.0004856000014115125,0,0,64,DLCS
4,4by4_cnf/4by4_5.cnf,True,0.00047899999481160194,0,0,64,DLCS
5,4by4_cnf/4by4_6.cnf,True,0.000495000000228174,0,0,64,DLCS
6,4by4_cnf/4by4_7.cnf,True,0.0005009999877074733,0,0,64,DLCS
7,4by4_cnf/4by4_8.cnf,True,0.0004609000025084242,0,0,64,DLCS
8,4by4_cnf/4by4_9.cnf,True,0.0004459000047063455,0,0,64,DLCS
9,4by4_cnf/4by4_10.cnf,True,0.00026300000899937004,0,0,64,DLCS
10,4by4_cnf/4by4_11.cnf,True,0.00042300000495743006,0,0,64,DLCS
11,4by4_cnf/4by4_12.cnf,True,0.0004354999982751906,0,0,64,DLCS
12,4by4_cnf/4by4_13.cnf,True,0.0004054999881191179,0,0,64,DLCS
13,4by4_cnf/4by4_14.cnf,True,0.00029299999005161226,0,0,64,DLCS
14,4by4_cnf/4by4_15.cnf,True,0.0002482999989297241,0,0,64,DLCS
15,4by4_cnf/4by4_16.cnf,True,0.00022339999850373715,0,0,64,DLCS
16,4by4_cnf/4by4_17.cnf,True,0.00026119999529328197,0,0,64,DLCS
17,4by4_cnf/4by4_18.cnf,True,0.00023440000950358808,0,0,64,DLCS
18,4by4_cnf/4by4_19.cnf,True,0.00021500000730156898,0,0,64,DLCS
19,4by4_cnf/4by4_20.cnf,True,0.00047420000191777945,0,0,64,DLCS
20,4by4_cnf/4by4_21.cnf,True,0.0004225000011501834,0,0,64,DLCS
21,4by4_cnf/4by4_22.cnf,True,0.0004676999960793182,0,0,64,DLCS
22,4by4_cnf/4by4_23.cnf,True,0.00045089999912306666,0,0,64,DLCS
23,4by4_cnf/4by4_24.cnf,True,0.0007846000080462545,0,0,64,DLCS
24,4by4_cnf/4by4_25.cnf,True,0.0005509999900823459,0,0,64,DLCS
25,4by4_cnf/4by4_26.cnf,True,0.0003812000068137422,0,0,64,DLCS
26,4by4_cnf/4by4_27.cnf,True,0.00042559999565128237,0,0,64,DLCS
27,4by4_cnf/4by4_28.cnf,True,0.00039489999471697956,0,0,64,DLCS
28,4by4_cnf/4by4_29.cnf,True,0.0003527000080794096,0,0,64,DLCS
29,4by4_cnf/4by4_30.cnf,True,0.00031909999961499125,0,0,64,DLCS
30,4by4_cnf/4by4_31.cnf,True,0.0002697000018088147,0,0,64,DLCS
31,4by4_cnf/4by4_32.cnf,True,0.00027099999715574086,0,0,64,DLCS
32,4by4_cnf/4by4_33.cnf,True,0.00033370000892318785,0,0,64,DLCS
33,4by4_cnf/4by4_34.cnf,True,0.0002187999925808981,0,0,64,DLCS
34,4by4_cnf/4by4_35.cnf,True,0.0003698999935295433,0,0,64,DLCS
35,4by4_cnf/4by4_36.cnf,True,0.0002491999912308529,0,0,64,DLCS
36,4by4_cnf/4by4_37.cnf,True,0.00021440000273287296,0,0,64,DLCS
37,4by4_cnf/4by4_38.cnf,True,0.00039010000182315707,0,0,64,DLCS
38,4by4_cnf/4by4_39.cnf,True,0.00025090000417549163,0,0,64,DLCS
39,4by4_cnf/4by4_40.cnf,True,0.0002204999909736216,0,0,64,DLCS
40,4by4_cnf/4by4_41.cnf,True,0.0002590999938547611,0,0,64,DLCS
41,4by4_cnf/4by4_42.cnf,True,0.0002595999976620078,0,0,64,DLCS
42,4by4_cnf/4by4_43.cnf,True,0.00025430000096093863,0,0,64,DLCS
43,4by4_cnf/4by4_44.cnf,True,0.0002195999986724928,0,0,64,DLCS
44,4by4_cnf/4by4_45.cnf,True,0.0002552999940235168,0,0,64,DLCS
45,4by4_cnf/4by4_46.cnf,True,0.00022279999393504113,0,0,64,DLCS
46,4by4_cnf/4by4_47.cnf,True,0.00023799999326001853,0,0,64,DLCS
47,4by4_cnf/4by4_48.cnf,True,0.0002472000051056966,0,0,64,DLCS
48,4by4_cnf/4by4_49.cnf,True,0.00021600000036414713,0,0,64,DLCS
49,4by4_cnf/4by4_50.cnf,True,0.0002634999982547015,0,0,64,DLCS
50,4by4_cnf/4by4_51.cnf,True,0.00023260001034941524,0,0,64,DLCS
51,4by4_cnf/4by4_52.cnf,True,0.0002590999938547611,0,0,64,DLCS
52,4by4_cnf/4by4_53.cnf,True,0.0002631999959703535,0,0,64,DLCS
53,4by4_cnf/4by4_54.cnf,True,0.00023890000011306256,0,0,64,DLCS
54,4by4_cnf/4by4_55.cnf,True,0.00021410000044852495,0,0,64,DLCS
55,4by4_cnf/4by4_56.cnf,True,0.0002280000044265762,0,0,64,DLCS
56,4by4_cnf/4by4_57.cnf,True,0.00021949999791104347,0,0,64,DLCS
57,4by4_cnf/4by4_58.cnf,True,0.00022600000374950469,0,0,64,DLCS
58,4by4_cnf/4by4_59.cnf,True,0.0002376000047661364,0,0,64,DLCS
59,4by4_cnf/4by4_60.cnf,True,0.0002714000002015382,0,0,64,DLCS
60,4by4_cnf/4by4_61.cnf,True,0.00023790000705048442,0,0,64,DLCS
61,4by4_cnf/4by4_62.cnf,True,0.00023999999393709004,0,0,64,DLCS
62,4by4_cnf/4by4_63.cnf,True,0.00023450001026503742,0,0,64,DLCS
63,4by4_cnf/4by4_64.cnf,True,0.0002241000038338825,0,0,64,DLCS
64,4by4_cnf/4by4_65.cnf,True,0.000268599993432872,0,0,64,DLCS
65,4by4_cnf/4by4_66.cnf,True,0.00033569999504834414,0,0,64,DLCS
66,4by4_cnf/4by4_67.cnf,True,0.00021160001051612198,0,0,64,DLCS
67,4by4_cnf/4by4_68.cnf,True,0.0002170999941881746,0,0,64,DLCS
68,4by4_cnf/4by4_69.cnf,True,0.0002364999963901937,0,0,64,DLCS
69,4by4_cnf/4by4_70.cnf,True,0.0002432000037515536,0,0,64,DLCS
70,4by4_cnf/4by4_71.cnf,True,0.0002660000027390197,0,0,64,DLCS
71,4by4_cnf/4by4_72.cnf,True,0.0002449999883538112,0,0,64,DLCS
72,4by4_cnf/4by4_73.cnf,True,0.0002612999960547313,0,0,64,DLCS
73,4by4_cnf/4by4_74.cnf,True,0.00025800000003073364,0,0,64,DLCS
74,4by4_cnf/4by4_75.cnf,True,0.00022370000078808516,0,0,64,DLCS
75,4by4_cnf/4by4_76.cnf,True,0.00022640000679530203,0,0,64,DLCS
76,4by4_cnf/4by4_77.cnf,True,0.00024850000045262277,0,0,64,DLCS
77,4by4_cnf/4by4_78.cnf,True,0.00028450001263991,0,0,64,DLCS
78,4by4_cnf/4by4_79.cnf,True,0.00025969999842345715,0,0,64,DLCS
79,4by4_cnf/4by4_80.cnf,True,0.0002624999906402081,0,0,64,DLCS
80,4by4_cnf/4by4_81.cnf,True,0.00025599999935366213,0,0,64,DLCS
81,4by4_cnf/4by4_82.cnf,True,0.00024080000002868474,0,0,64,DLCS
82,4by4_cnf/4by4_83.cnf,True,0.0002263000060338527,0,0,64,DLCS
83,4by4_cnf/4by4_84.cnf,True,0.0002483000134816393,0,0,64,DLCS
84,4by4_cnf/4by4_85.cnf,True,0.00022229999012779444,0,0,64,DLCS
