,filename,solvable,time_elapsed,max_depth,backtracks,solved_literals,n_steps,heuristic_used
0,4by4_cnf/4by4_1.cnf,True,0.000220299999909912,0,0,64,1,JWTwoSide
1,4by4_cnf/4by4_2.cnf,True,0.0002326999997421808,0,0,64,1,JWTwoSide
2,4by4_cnf/4by4_3.cnf,True,0.00040549999994254904,0,0,64,1,JWTwoSide
3,4by4_cnf/4by4_4.cnf,True,0.0002531000000089989,0,0,64,1,JWTwoSide
4,4by4_cnf/4by4_5.cnf,True,0.00039969999988898053,0,0,64,1,JWTwoSide
5,4by4_cnf/4by4_6.cnf,True,0.00025700000014694524,0,0,64,1,JWTwoSide
6,4by4_cnf/4by4_7.cnf,True,0.0002596999997876992,0,0,64,1,JWTwoSide
7,4by4_cnf/4by4_8.cnf,True,0.0003835000002254674,0,0,64,1,JWTwoSide
8,4by4_cnf/4by4_9.cnf,True,0.00023089999967851327,0,0,64,1,JWTwoSide
9,4by4_cnf/4by4_10.cnf,True,0.00024300000040966552,0,0,64,1,JWTwoSide
10,4by4_cnf/4by4_11.cnf,True,0.0002521000001252105,0,0,64,1,JWTwoSide
11,4by4_cnf/4by4_12.cnf,True,0.0002528999998503423,0,0,64,1,JWTwoSide
12,4by4_cnf/4by4_13.cnf,True,0.0002337999999326712,0,0,64,1,JWTwoSide
13,4by4_cnf/4by4_14.cnf,True,0.00030379999998331186,0,0,64,1,JWTwoSide
14,4by4_cnf/4by4_15.cnf,True,0.00023909999981697183,0,0,64,1,JWTwoSide
15,4by4_cnf/4by4_16.cnf,True,0.00022440000020651496,0,0,64,1,JWTwoSide
16,4by4_cnf/4by4_17.cnf,True,0.00025049999976545223,0,0,64,1,JWTwoSide
17,4by4_cnf/4by4_18.cnf,True,0.0002446999997118837,0,0,64,1,JWTwoSide
18,4by4_cnf/4by4_19.cnf,True,0.000220400000216614,0,0,64,1,JWTwoSide
19,4by4_cnf/4by4_20.cnf,True,0.00023839999994379468,0,0,64,1,JWTwoSide
